Reinforcement Learning #MachineLearning #AI  https://t.co/bzvfgUzIxv	MachineLearning, AI	Sun Sep 13 19:45:57 +0000 2020	0	0	True	False	1305231261879869441	六左衛門	The_Keitoku	2446	夢おおいまち	None	
#AI #Innovation #hyperconnected #Humans   These ‘Anti-procrastination’ Smart Glasses Use Artificial Intelligence to Monitor What You Look at all Day   =&gt; https://t.co/IxcihK6iGx  via @verge TY, MT @globaliqx   #innovation #ArtificialIntelligence https://t.co/dIVyXQLVWp	AI, Innovation, hyperconnected, Humans, innovation, ArtificialIntelligence	Sun Sep 13 19:46:57 +0000 2020	0	0	True	False	1305231515211628544	BrainBlender🤔🌐	BrainBlenderTec	2588	None	None	
Ransomware Is a Lurking Threat to U.S. Elections #gov #security #cybersecurity #government #tech #iot #blockchain #data #manager #AI #video #news #breaking #live #infosec #100daysofcode #crypto #technology #iot #support #cdwsocial https://t.co/yr3II7pSzO	gov, security, cybersecurity, government, tech, iot, blockchain, data, manager, AI, video, news, breaking, live, infosec, 100daysofcode, crypto, technology, iot, support, cdwsocial	Sun Sep 13 19:46:58 +0000 2020	0	0	True	False	1305231516625072128	Let's learn together 🤖	learn__together	2313	Japan	None	
The future of farming will be with #robots via @mashable #smartfarming #ai #ArtificialIntelligence #DigitalTransformation #innovation @jblefevre60 @kalydeoo @kuriharan @RitupaGhosh @ravidugh @Dahl_Consult @star95011 @vanivina9 @ipfconline1 @awinnovate @IanLJones98 @achyutaghosh https://t.co/F2AgF800d4	robots, smartfarming, ai, ArtificialIntelligence, DigitalTransformation, innovation	Sun Sep 13 19:46:59 +0000 2020	0	0	True	False	1305231521373134854	nticbol	NTICBOL	396	Bolivia	None	
Ransomware Is a Lurking Threat to U.S. Elections #gov #security #cybersecurity #government #tech #iot #blockchain #data #manager #AI #video #news #breaking #live #infosec #100daysofcode #crypto #technology #iot #support #cdwsocial https://t.co/yr3II7pSzO	gov, security, cybersecurity, government, tech, iot, blockchain, data, manager, AI, video, news, breaking, live, infosec, 100daysofcode, crypto, technology, iot, support, cdwsocial	Sun Sep 13 19:47:01 +0000 2020	0	0	True	False	1305231531724681221	JSBot	Taieb_Bot	3198	Raspberry PI	None	
"churned" out.  Apologies!!.   @WorldBankAfrica @WorldBank @worldbankdata @WorldBankMENA @WorldBankLive   #100DaysOfCode #Serverless #machinelearning #golang #NodeJS #computing #Linux #ai #javascript  #simplethingshappierpeople	100DaysOfCode, Serverless, machinelearning, golang, NodeJS, computing, Linux, ai, javascript, simplethingshappierpeople	Sun Sep 13 19:47:02 +0000 2020	0	0	True	False	1305231533863825408	BOT Kitty 🐈	BotRaj1	67	None	None	
Ransomware Is a Lurking Threat to U.S. Elections #gov #security #cybersecurity #government #tech #iot #blockchain #data #manager #AI #video #news #breaking #live #infosec #100daysofcode #crypto #technology #iot #support #cdwsocial https://t.co/yr3II7pSzO	gov, security, cybersecurity, government, tech, iot, blockchain, data, manager, AI, video, news, breaking, live, infosec, 100daysofcode, crypto, technology, iot, support, cdwsocial	Sun Sep 13 19:47:03 +0000 2020	0	0	True	False	1305231536791396358	#100DaysOfCode	nlognbot	3150	None	None	
Ransomware Is a Lurking Threat to U.S. Elections #gov #security #cybersecurity #government #tech #iot #blockchain #data #manager #AI #video #news #breaking #live #infosec #100daysofcode #crypto #technology #iot #support #cdwsocial https://t.co/yr3II7pSzO	gov, security, cybersecurity, government, tech, iot, blockchain, data, manager, AI, video, news, breaking, live, infosec, 100daysofcode, crypto, technology, iot, support, cdwsocial	Sun Sep 13 19:47:03 +0000 2020	0	0	True	False	1305231536854380544	#100DaysOfCode	Nlognco	50	bootcamp	None	
Ransomware Is a Lurking Threat to U.S. Elections #gov #security #cybersecurity #government #tech #iot #blockchain #data #manager #AI #video #news #breaking #live #infosec #100daysofcode #crypto #technology #iot #support #cdwsocial https://t.co/yr3II7pSzO	gov, security, cybersecurity, government, tech, iot, blockchain, data, manager, AI, video, news, breaking, live, infosec, 100daysofcode, crypto, technology, iot, support, cdwsocial	Sun Sep 13 19:47:03 +0000 2020	0	0	True	False	1305231536841785344	developers bot	NlognHQ	142	Server	None	
Day[37/100] @coursera [Convolutional N N ] course 4  Week 2 going through lecture's #Numpy  #DataScience #100DaysOfCode #freeCodeCamp #100DaysOfMLCode #MachineLearning #AndrewNG #DeepLearning	Numpy, DataScience, 100DaysOfCode, freeCodeCamp, 100DaysOfMLCode, MachineLearning, AndrewNG, DeepLearning	Sun Sep 13 19:47:03 +0000 2020	0	0	False	True	1305231539941380097	Subodh singh	subodhsingh084	24	Berlin	None	
The future of farming will be with #robots via @mashable #smartfarming #ai #ArtificialIntelligence #DigitalTransformation #innovation @jblefevre60 @kalydeoo @kuriharan @RitupaGhosh @ravidugh @Dahl_Consult @star95011 @vanivina9 @ipfconline1 @awinnovate @IanLJones98 @achyutaghosh https://t.co/F2AgF800d4	robots, smartfarming, ai, ArtificialIntelligence, DigitalTransformation, innovation	Sun Sep 13 19:47:04 +0000 2020	0	0	True	False	1305231543296602112	Prof. Manish Thakur	ILoveBooks786	3250	India	None	
https://t.co/1H9iKGk8Fb   by Doug boNdErUd  #bigdata  #AI #IOT #Tech #DATA #USA #Defstar5 #FemTech #womenWhoCode #UK #dataScientist #dataScience #Linux #FRENCHtech #100daysofCode #RStats #Javascript #France #RemoteLearning #DataSecurity  #MachineLearning #python #DigitalMarketing	bigdata, AI, IOT, Tech, DATA, USA, Defstar5, FemTech, womenWhoCode, UK, dataScientist, dataScience, Linux, FRENCHtech, 100daysofCode, RStats, Javascript, France, RemoteLearning, DataSecurity, MachineLearning, python, DigitalMarketing	Sun Sep 13 19:47:07 +0000 2020	0	0	True	False	1305231554147504128	QUASA	quasagroup	14505	Frankfurt on the Main, Germany	None	
Ransomware Is a Lurking Threat to U.S. Elections #gov #security #cybersecurity #government #tech #iot #blockchain #data #manager #AI #video #news #breaking #live #infosec #100daysofcode #crypto #technology #iot #support #cdwsocial https://t.co/yr3II7pSzO	gov, security, cybersecurity, government, tech, iot, blockchain, data, manager, AI, video, news, breaking, live, infosec, 100daysofcode, crypto, technology, iot, support, cdwsocial	Sun Sep 13 19:47:07 +0000 2020	0	0	True	False	1305231556676644866	Inferno	theInfernobot	956	None	None	
Reinforcement Learning #MachineLearning #AI  https://t.co/bzvfgUzIxv	MachineLearning, AI	Sun Sep 13 19:47:08 +0000 2020	0	0	True	False	1305231557670481920	Zn 🇲🇾🌺	ZaaZane	599	None	None	
Reinforcement Learning #MachineLearning #AI  https://t.co/bzvfgUzIxv	MachineLearning, AI	Sun Sep 13 19:47:08 +0000 2020	0	0	True	False	1305231560413601802	jaetomi *	Innieinn	82	Bangkok, Thailand	None	
Day[37/100] @coursera [Convolutional N N ] course 4  Week 2 going through lecture's #Numpy  #DataScience #100DaysOfCode #freeCodeCamp #100DaysOfMLCode #MachineLearning #AndrewNG #DeepLearning	Numpy, DataScience, 100DaysOfCode, freeCodeCamp, 100DaysOfMLCode, MachineLearning, AndrewNG, DeepLearning	Sun Sep 13 19:47:09 +0000 2020	0	0	True	False	1305231561948827648	Very Proud Robot	RobotProud	636	None	None	
Day[37/100] @coursera [Convolutional N N ] course 4  Week 2 going through lecture's #Numpy  #DataScience #100DaysOfCode #freeCodeCamp #100DaysOfMLCode #MachineLearning #AndrewNG #DeepLearning	Numpy, DataScience, 100DaysOfCode, freeCodeCamp, 100DaysOfMLCode, MachineLearning, AndrewNG, DeepLearning	Sun Sep 13 19:47:09 +0000 2020	0	0	True	False	1305231562070544387	🤖 #100DaysOfCode	100xcode	17057	⚡️	None	
Day[37/100] @coursera [Convolutional N N ] course 4  Week 2 going through lecture's #Numpy  #DataScience #100DaysOfCode #freeCodeCamp #100DaysOfMLCode #MachineLearning #AndrewNG #DeepLearning	Numpy, DataScience, 100DaysOfCode, freeCodeCamp, 100DaysOfMLCode, MachineLearning, AndrewNG, DeepLearning	Sun Sep 13 19:47:09 +0000 2020	0	0	True	False	1305231563207057409	Let's learn together 🤖	learn__together	2313	Japan	None	
#AUTOMATION in practice.  #MachineLearning #AI #DataScience #tech #Coding #RStats #fintech #Smartcity #IoT #4IR #DataAnalytics #JavaScript #ReactJS #Serverless #Linux #Python #cybersecurity #100DaysOfCode #Analytics #robotics #100DaysOfCode #futureofwork #Industry40 #innovation https://t.co/vmYPbxWGJd	AUTOMATION, MachineLearning, AI, DataScience, tech, Coding, RStats, fintech, Smartcity, IoT, 4IR, DataAnalytics, JavaScript, ReactJS, Serverless, Linux, Python, cybersecurity, 100DaysOfCode, Analytics, robotics, 100DaysOfCode, futureofwork, Industry40, innovation	Sun Sep 13 19:47:11 +0000 2020	0	0	True	False	1305231573701328898	Research Bot	ineelbot	209	India	None	
Your neural network is sensitive to reward.This explains why humans stay in abusive relationship They endure punishment in hopes of getting rewards,so when the abuser rewards unexpectedly(sex or affection),the brain learns, finds this very much alluring and wishes to please again		Sun Sep 13 19:47:12 +0000 2020	0	0	False	True	1305231577383923717	👀How TV .🤷🏼‍♂️	cHowTv1	8608	Mars	None	
#NIST researchers set out to establish rules for making #AI “self-explanatory.” Here are 4 principles as food for thoughts. #ArtificialIntelligence #BigData  https://t.co/bYDvlcRwIR TY @SpirosMargaris CC: @ipfconline1 @Ronald_vanLoon @MikeQuindazzi https://t.co/NBQ9f8rToz	NIST, AI, ArtificialIntelligence, BigData	Sun Sep 13 19:47:14 +0000 2020	0	0	True	False	1305231584149123073	Prof. Manish Thakur	ILoveBooks786	3250	India	None	
Student-Run IT Help Desks Adapt to the World of Remote Learning #Kubernetes #IoT #Python #100DaysOfCode #edtech #DataScience #CyberSecurity #BigData #DeepLearning #MachineLearning #ArtificialIntelligence #javascript #blockchain #cdwsocial https://t.co/04zwpZkyEs	Kubernetes, IoT, Python, 100DaysOfCode, edtech, DataScience, CyberSecurity, BigData, DeepLearning, MachineLearning, ArtificialIntelligence, javascript, blockchain, cdwsocial	Sun Sep 13 19:47:15 +0000 2020	0	0	True	False	1305231590117781504	DIEBO37-ℝ𝕋-	DIEBO37RT	1170	United States- Boston	None	
Ransomware Is a Lurking Threat to U.S. Elections #gov #security #cybersecurity #government #tech #iot #blockchain #data #manager #AI #video #news #breaking #live #infosec #100daysofcode #crypto #technology #iot #support #cdwsocial https://t.co/yr3II7pSzO	gov, security, cybersecurity, government, tech, iot, blockchain, data, manager, AI, video, news, breaking, live, infosec, 100daysofcode, crypto, technology, iot, support, cdwsocial	Sun Sep 13 19:47:16 +0000 2020	0	0	True	False	1305231591531253760	xael bot	xaelbot	2900	Earth	None	
Reinforcement Learning #MachineLearning #AI  https://t.co/bzvfgUzIxv	MachineLearning, AI	Sun Sep 13 19:47:16 +0000 2020	0	0	True	False	1305231594739957760	HeyItsBilal // Read Pinned	HeyItsBilal	746	he/him	None	
Ransomware Is a Lurking Threat to U.S. Elections #gov #security #cybersecurity #government #tech #iot #blockchain #data #manager #AI #video #news #breaking #live #infosec #100daysofcode #crypto #technology #iot #support #cdwsocial https://t.co/yr3II7pSzO	gov, security, cybersecurity, government, tech, iot, blockchain, data, manager, AI, video, news, breaking, live, infosec, 100daysofcode, crypto, technology, iot, support, cdwsocial	Sun Sep 13 19:47:19 +0000 2020	0	0	True	False	1305231607201247236	The Nostalgic Programmer.	TheNosProgramer	64	Nairobi	None	
Day[37/100] @coursera [Convolutional N N ] course 4  Week 2 going through lecture's #Numpy  #DataScience #100DaysOfCode #freeCodeCamp #100DaysOfMLCode #MachineLearning #AndrewNG #DeepLearning	Numpy, DataScience, 100DaysOfCode, freeCodeCamp, 100DaysOfMLCode, MachineLearning, AndrewNG, DeepLearning	Sun Sep 13 19:47:20 +0000 2020	0	0	True	False	1305231611206799360	The Nostalgic Programmer.	TheNosProgramer	64	Nairobi	None	
https://t.co/1H9iKGk8Fb   by Doug boNdErUd  #bigdata  #AI #IOT #Tech #DATA #USA #Defstar5 #FemTech #womenWhoCode #UK #dataScientist #dataScience #Linux #FRENCHtech #100daysofCode #RStats #Javascript #France #RemoteLearning #DataSecurity  #MachineLearning #python #DigitalMarketing	bigdata, AI, IOT, Tech, DATA, USA, Defstar5, FemTech, womenWhoCode, UK, dataScientist, dataScience, Linux, FRENCHtech, 100daysofCode, RStats, Javascript, France, RemoteLearning, DataSecurity, MachineLearning, python, DigitalMarketing	Sun Sep 13 19:47:21 +0000 2020	0	0	True	False	1305231616013479942	The Nostalgic Programmer.	TheNosProgramer	64	Nairobi	None	
4 countries that reward drivers for buying electric cars. via @wef @CISGroupUK #Sustainability #SDGs #FutureOfWork #SelfDrivingCars #AI #IoT #5G cc @MikeQuindazzi @jblefevre60 @andi_staub  @Nicochan33 @CTOStraightTalk @Hal_Good @Fabriziobustama @kuriharan https://t.co/MNqE4ddWK6	Sustainability, SDGs, FutureOfWork, SelfDrivingCars, AI, IoT, 5G	Sun Sep 13 19:47:22 +0000 2020	0	0	True	False	1305231616281735168	WorldUnivandSch	WorldUnivAndSch	1184	online	None	
Reinforcement Learning #MachineLearning #AI  https://t.co/bzvfgUzIxv	MachineLearning, AI	Sun Sep 13 19:47:25 +0000 2020	0	0	True	False	1305231629087051779	leonardo ferreira	leonardomaf	19	None	None	
In today's post, we will discuss how to use a Deep Neural Net model for performing Human Pose Estimation in OpenCV.  https://t.co/QoOZ6msnXn  #AI #ComputerVision #ML #ArtificialIntelligence #MachineLearning #OpenCV #DL #DeepLearning #deeplearningai #LearnOpenCV #CV #HumanPose https://t.co/aS9MUJnbeD	AI, ComputerVision, ML, ArtificialIntelligence, MachineLearning, OpenCV, DL, DeepLearning, deeplearningai, LearnOpenCV, CV, HumanPose	Sun Sep 13 19:47:25 +0000 2020	0	0	True	False	1305231629581873152	PyJss	jss_py	9	None	None	
Many people can't tell the difference between narrow #AI, what we have now, and artificial general intelligence, where an AI can transfer knowledge between tasks. And the hype around untrue claims makes it worse by @mrgreene1977  cc @alexsevigny  https://t.co/8RAIXUJdXP #AIinPR	AI, AIinPR	Sun Sep 13 19:47:28 +0000 2020	0	0	False	True	1305231642550829062	Martin Waxman	martinwaxman	13406	Toronto, ON	None	
Ransomware Is a Lurking Threat to U.S. Elections #gov #security #cybersecurity #government #tech #iot #blockchain #data #manager #AI #video #news #breaking #live #infosec #100daysofcode #crypto #technology #iot #support #cdwsocial https://t.co/yr3II7pSzO	gov, security, cybersecurity, government, tech, iot, blockchain, data, manager, AI, video, news, breaking, live, infosec, 100daysofcode, crypto, technology, iot, support, cdwsocial	Sun Sep 13 19:47:38 +0000 2020	0	0	True	False	1305231684825157635	BOT Kitty 🐈	BotRaj1	67	None	None	
Good news : If you’re a student you can sign up to attend this year’s virtual-only NeurIPS 2020 for 25$ (100$ for non-students) @NeurIPSConf  (Unlimited places!) #AI #MachinrLearning #NeurIPS Registration opens Sept 15th - https://t.co/IH7C52IyzC	AI, MachinrLearning, NeurIPS	Sun Sep 13 19:47:39 +0000 2020	0	0	True	False	1305231687664701441	Sarah Verhulst	HearingTechLab	283	Ghent, Belgium	None	
Reinforcement Learning #MachineLearning #AI  https://t.co/bzvfgUzIxv	MachineLearning, AI	Sun Sep 13 19:47:43 +0000 2020	0	0	True	False	1305231708472725504	luxe64	LuluLeTweetos	7	Ailleurs, ici ou la bas	None	
